data_feed_id,merchant_id,merchant_name,aw_product_id,aw_deep_link,aw_image_url,aw_thumb_url,category_id,category_name,brand_id,brand_name,merchant_product_id,merchant_category,upc,isbn,model_number,product_name,description,merchant_deep_link,merchant_thumb_url,merchant_image_url,search_price,rrp_price,commission_group,keywords,custom_1,custom_2,custom_3,custom_4,custom_5,reviews,basket_link,product_short_description,merchant_product_second_category,merchant_product_third_category,stock_status
105368,109230,Tsarbomba,41882883929,https://www.awin1.com/pclick.php?p=41882883929&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8211Q_GBK-1.png%3Fv%3D1732270913&feedId=105368&k=aa0963743386178bd160fd109ba82a139beba7f4,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8211.jpg%3Fv%3D1724725997%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F4_2c35a839-825f-4e72-bdaa-c0666a161526.jpg%3Fv%3D1724725997&feedId=105368&k=84ff81b56115b89040835f6f564f00e7e7c9974b,544,"Men's Watches",,46mm*51.5mm*15mm,TB8211Q-05,TB8211Q-05,,,7.62704E+11,"Elemental Series-Quartz Watch TB8211Q Gold Black","Stylish barrel-shaped quartz chronograph gold black watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",https://tsarbomba.com/products/tb8211q?variant=43263261540608,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8211.jpg?v=1724725997,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/4_2c35a839-825f-4e72-bdaa-c0666a161526.jpg?v=1724725997",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8211Q_GBK-1.png?v=1732270913,249.99,249.99,24.999,,USD,"TSAR BOMBA WATCH",new,male,"Gold Black",,,,"Stylish barrel-shaped quartz chronograph gold black watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",,instock
105368,109230,Tsarbomba,41882883930,https://www.awin1.com/pclick.php?p=41882883930&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F7db5aac5b2284007ec57ad1e49f6e8d2.png%3Fv%3D1730516058&feedId=105368&k=e3506a976095378d8ca3e3932f06bb0c38b4e136,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8211_2.jpg%3Fv%3D1724725997%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F3_7cd12058-490a-431e-9d2c-28f2351493bb.jpg%3Fv%3D1724725997&feedId=105368&k=6ff9759c0d7bccfea51786c84486e35c6c7ac3be,544,"Men's Watches",,46mm*51.5mm*15mm,TB8211Q-03,TB8211Q-03,,,7.62704E+11,"Elemental Series-Quartz Watch TB8211Q Silver Blue","Stylish barrel-shaped quartz chronograph silver blue watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",https://tsarbomba.com/products/tb8211q?variant=43263261573376,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8211_2.jpg?v=1724725997,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/3_7cd12058-490a-431e-9d2c-28f2351493bb.jpg?v=1724725997",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/7db5aac5b2284007ec57ad1e49f6e8d2.png?v=1730516058,249.99,249.99,24.999,,USD,"TSAR BOMBA WATCH",new,male,"Sliver Blue",,,,"Stylish barrel-shaped quartz chronograph silver blue watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",,instock
105368,109230,Tsarbomba,41882883931,https://www.awin1.com/pclick.php?p=41882883931&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2Fc92259f41a03715e5f5069a8203a89b9_7d441cd8-84da-447a-abf1-6df4a755b841.png%3Fv%3D1730516057&feedId=105368&k=1c63d59f6d80949a8b20a6e0816fe6f7e256ed2d,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8211_3.jpg%3Fv%3D1724725997%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F5_3c268964-f544-45cd-a3fa-b7559a19da28.jpg%3Fv%3D1724725997&feedId=105368&k=0ce2560df40cd56c13b564ebce1be08e5c9a8661,544,"Men's Watches",,46mm*51.5mm*15mm,TB8211Q-04,TB8211Q-04,,,7.62704E+11,"Elemental Series-Quartz Watch TB8211Q Black","Stylish barrel-shaped quartz chronograph black watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",https://tsarbomba.com/products/tb8211q?variant=43263261507840,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8211_3.jpg?v=1724725997,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/5_3c268964-f544-45cd-a3fa-b7559a19da28.jpg?v=1724725997",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/c92259f41a03715e5f5069a8203a89b9_7d441cd8-84da-447a-abf1-6df4a755b841.png?v=1730516057,249.99,249.99,24.999,,USD,"TSAR BOMBA WATCH",new,male,Black,,,,"Stylish barrel-shaped quartz chronograph black watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",,instock
105368,109230,Tsarbomba,41882883932,https://www.awin1.com/pclick.php?p=41882883932&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F5bc9b171dab2a1c1cb352dcd17f2b80d_f9292b17-5883-4d32-abe2-a614517b9e7d.png%3Fv%3D1730516058&feedId=105368&k=009228fc684fbb6b209ebb5444bde9bd64e65315,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F2_4f433583-2f9c-44dc-8834-f74fd2a8d7a5.jpg%3Fv%3D1724725997%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F14_fedeb75c-5a6e-47f0-a97a-16a290d91488.jpg%3Fv%3D1724725997&feedId=105368&k=74b22fd4f5223ea5ee1cfaa3bcfffff2b5f19e8d,544,"Men's Watches",,46mm*51.5mm*15mm,TB8211Q-02,TB8211Q-02,,,7.62704E+11,"Elemental Series-Quartz Watch TB8211Q Silver Orange","Stylish barrel-shaped quartz chronograph silver orange watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",https://tsarbomba.com/products/tb8211q?variant=43263261606144,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/2_4f433583-2f9c-44dc-8834-f74fd2a8d7a5.jpg?v=1724725997,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/14_fedeb75c-5a6e-47f0-a97a-16a290d91488.jpg?v=1724725997",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/5bc9b171dab2a1c1cb352dcd17f2b80d_f9292b17-5883-4d32-abe2-a614517b9e7d.png?v=1730516058,249.99,249.99,24.999,,USD,"TSAR BOMBA WATCH",new,male,"Silver Orange",,,,"Stylish barrel-shaped quartz chronograph silver orange watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",,instock
105368,109230,Tsarbomba,41882883933,https://www.awin1.com/pclick.php?p=41882883933&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F7c642409c56ee964686801b72f66f398.png%3Fv%3D1730516058&feedId=105368&k=0397f98f1eb967f6e5626ed6707115e282fa02ea,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F6_da0af345-6b6e-4e9f-b698-2a15e20b4980.jpg%3Fv%3D1724725997%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F18_e0dbebe1-6dc2-4457-8270-89c393d23ded.jpg%3Fv%3D1724725997&feedId=105368&k=abb8af1ec4709560b588cca6639895a511af3006,544,"Men's Watches",,46mm*51.5mm*15mm,TB8211Q-06,TB8211Q-06,,,7.62704E+11,"Elemental Series-Quartz Watch TB8211Q Silver Yellow","Stylish barrel-shaped quartz chronograph silver yellow watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",https://tsarbomba.com/products/tb8211q?variant=43263261638912,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/6_da0af345-6b6e-4e9f-b698-2a15e20b4980.jpg?v=1724725997,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/18_e0dbebe1-6dc2-4457-8270-89c393d23ded.jpg?v=1724725997",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/7c642409c56ee964686801b72f66f398.png?v=1730516058,249.99,249.99,24.999,,USD,"TSAR BOMBA WATCH",new,male,"Silver Yellow",,,,"Stylish barrel-shaped quartz chronograph silver yellow watch with Japanese YN92 movement, 316L stainless steel case, sapphire crystal, 50m water resistance, A-grade lume, and silicone strap.",,instock
105368,109230,Tsarbomba,41882883934,https://www.awin1.com/pclick.php?p=41882883934&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2FLake_Blue-1_8cdb1144-de86-4b5d-998d-558b30a5e94b.png%3Fv%3D1734571344&feedId=105368&k=f769e8b63f079c6478c7e42b6c2779f41d75fe16,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2Flake_blue-2_4f25448e-6d9d-47a9-8e41-2e67b7365a88.png%3Fv%3D1734571344%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2Flake_blue-3_aa2806a9-fa49-44eb-aa92-8891e9422700.png%3Fv%3D1734571344&feedId=105368&k=fe47aee1c1726cf88712c06affef43fc2a11f83e,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-01LB,TB8218C-01LB,,,7.17701E+11,"Atomic-Interchangeable Ceramic Edition Lake Blue","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=46173759275264,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/lake_blue-2_4f25448e-6d9d-47a9-8e41-2e67b7365a88.png?v=1734571344,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/lake_blue-3_aa2806a9-fa49-44eb-aa92-8891e9422700.png?v=1734571344",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/Lake_Blue-1_8cdb1144-de86-4b5d-998d-558b30a5e94b.png?v=1734571344,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,"Lake Blue",,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883935,https://www.awin1.com/pclick.php?p=41882883935&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C.png%3Fv%3D1734571344&feedId=105368&k=a73ffe480f41ba004b5db2e872b7bbbc5cc421d9,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-W2.jpg%3Fv%3D1734571344%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-W1.jpg%3Fv%3D1734571344&feedId=105368&k=7d8ebbdec99f5e8f5fcb68dbe17f242ded63dc67,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-01W,TB8218C-01W,,,7.17299E+11,"Atomic-Interchangeable Ceramic Edition White","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=45868192923904,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-W2.jpg?v=1734571344,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-W1.jpg?v=1734571344",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C.png?v=1734571344,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,White,,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883936,https://www.awin1.com/pclick.php?p=41882883936&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2FKlein_Blue-1.png%3Fv%3D1734330641&feedId=105368&k=92a877d8f945ab5e640a4387720ffdced5c2df11,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2FKlein_Blue-2.png%3Fv%3D1734330641%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2FKlein_Blue-3.png%3Fv%3D1734330641&feedId=105368&k=366b2a5c96f002dcadcb6abf145e8cb7facd076b,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-03KB,TB8218C-03KB,,,7.17299E+11,"Atomic-Interchangeable Ceramic Edition Klein Blue","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=46173759308032,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/Klein_Blue-2.png?v=1734330641,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/Klein_Blue-3.png?v=1734330641",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/Klein_Blue-1.png?v=1734330641,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,"Klein Blue",,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883937,https://www.awin1.com/pclick.php?p=41882883937&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-LW.png%3Fv%3D1734330641&feedId=105368&k=7c985a643c2209a836a808c9954621796cdcb4c3,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-LW2.jpg%3Fv%3D1734330641%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-LW1.jpg%3Fv%3D1734330641&feedId=105368&k=2bdd3bbf1f7d4c5b24ed18bcb4b0f927133adaa3,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-06LB,TB8218C-06LB,,,7.17701E+11,"Atomic-Interchangeable Ceramic Edition Light Blue","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=45857511178496,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-LW2.jpg?v=1734330641,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-LW1.jpg?v=1734330641",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-LW.png?v=1734330641,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,"Light Blue",,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883938,https://www.awin1.com/pclick.php?p=41882883938&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-BW.png%3Fv%3D1734330641&feedId=105368&k=b2eab7bcc46881faf38385ad682372776706b0a7,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-BW.jpg%3Fv%3D1734330641%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F2_67cd5c76-5240-420f-90d7-adeca53aea2b.jpg%3Fv%3D1734330641&feedId=105368&k=6839b9058e458980ac45c3d258e77d03cad78e8a,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-01BL,TB8218C-01BL,,,7.17299E+11,"Atomic-Interchangeable Ceramic Edition Blue","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=45857511080192,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-BW.jpg?v=1734330641,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/2_67cd5c76-5240-420f-90d7-adeca53aea2b.jpg?v=1734330641",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-BW.png?v=1734330641,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,Blue,,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883939,https://www.awin1.com/pclick.php?p=41882883939&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-WB.png%3Fv%3D1734330641&feedId=105368&k=0a5f98fb888d43fed6202f2ee1df7ff8d8f0d3ee,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-WB.jpg%3Fv%3D1736736370%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8_d3da4f0c-8c16-4065-8a9b-6ee539663428.jpg%3Fv%3D1736736370&feedId=105368&k=540eb4c75d39af179a6baa680f9dc369c8a54de7,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-01WB,TB8218C-01WB,,,7.17701E+11,"Atomic-Interchangeable Ceramic Edition White Blue","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=45857510981888,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-WB.jpg?v=1736736370,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8_d3da4f0c-8c16-4065-8a9b-6ee539663428.jpg?v=1736736370",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-WB.png?v=1734330641,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,"White Blue",,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883940,https://www.awin1.com/pclick.php?p=41882883940&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-G.png%3Fv%3D1736736370&feedId=105368&k=ea9f8ef4f7dc3afecfd7e3becea37bbc3897ce5e,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-G.jpg%3Fv%3D1736736370%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F7_b56b206d-f68a-464f-9f78-4c734704b6e3.jpg%3Fv%3D1736736370&feedId=105368&k=3c7c818d168522d760c283d0769c5e9497e37c30,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-01G,TB8218C-01G,,,7.17299E+11,"Atomic-Interchangeable Ceramic Edition Grey","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=45857510949120,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-G.jpg?v=1736736370,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/7_b56b206d-f68a-464f-9f78-4c734704b6e3.jpg?v=1736736370",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-G.png?v=1736736370,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,Grey,,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
105368,109230,Tsarbomba,41882883941,https://www.awin1.com/pclick.php?p=41882883941&a=3002879&m=109230,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-GB.png%3Fv%3D1736736370&feedId=105368&k=47d03c6bf11eafc94e2d939a4ae5a7d3b03509c6,https://images2.productserve.com/?w=70&h=70&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F8218C-GB.jpg%3Fv%3D1736736370%2Chttps%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0540%2F8145%2F4255%2Ffiles%2F3_99377b9c-33a2-47b9-89e3-a8b18017d2cc.jpg%3Fv%3D1736736370&feedId=105368&k=cb554cee25f5f4ee8d759688d78e9d34a14c1aa5,544,"Men's Watches",,45mm*50.4mm*13.55mm,TB8218C-03G,TB8218C-03G,,,7.17299E+11,"Atomic-Interchangeable Ceramic Edition Green","Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",https://tsarbomba.com/products/tb8218c?variant=45857511112960,"https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-GB.jpg?v=1736736370,https://cdn.shopify.com/s/files/1/0540/8145/4255/files/3_99377b9c-33a2-47b9-89e3-a8b18017d2cc.jpg?v=1736736370",https://cdn.shopify.com/s/files/1/0540/8145/4255/files/8218C-GB.png?v=1736736370,1099.9,1099.9,109.99,,USD,"TSAR BOMBA WATCH",new,male,Green,,,,"Stylish barrel-shaped interchangeable automatic lake blue watch with Japanese 82S0 movement, ceramic bezel, 316L stainless steel case, sapphire crystal, 100m water resistance, A-grade lume, and fluoro rubber strap.",,instock
